file,index,role,before_text,before_href,after_text,after_href,status
vip-masterclass/jm-a3-3.html,1,primary CTA,Take My Seat Back,https://www.longevitylifeacademy.com/julie-masterclass/?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_abandoned_cart_no_payment&utm_content=jm-a3-3,Complete My Order,https://www.longevitylifeacademy.com/julie-masterclass/?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_abandoned_cart_no_payment&utm_content=jm-a3-3#pricing,revised
vip-masterclass/jm-a3-3.html,2,primary CTA,Take My Seat Back,https://www.longevitylifeacademy.com/julie-masterclass/?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_abandoned_cart_no_payment&utm_content=jm-a3-3,Complete My Order,https://www.longevitylifeacademy.com/julie-masterclass/?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_abandoned_cart_no_payment&utm_content=jm-a3-3#pricing,revised
vip-masterclass/jm-a3-3.html,3,footer,Unsubscribe,%UNSUBSCRIBELINK%,Unsubscribe,%UNSUBSCRIBELINK%,unchanged
vip-masterclass/jm-a3-3.html,4,footer,Update preferences,%UPDATELINK%,Update preferences,%UPDATELINK%,unchanged
vip-masterclass/jm-a3-3.html,5,footer,Privacy,https://www.longevitylifeacademy.com/privacy.html,Privacy,https://www.longevitylifeacademy.com/privacy.html,unchanged
vip-masterclass/jm-b1.html,1,primary CTA,Open My Zoom Link,{{zoom_link}},Open My Learning Platform,https://student.eteachergroup.com/?locale=en&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-b1,revised
vip-masterclass/jm-b1.html,2,primary CTA,Open My Zoom Link,{{zoom_link}},Use My $249 Blueprint Credit,https://longevitylifeacademy.pages.dev/?enroll=1&code=MASTERCLASS-VIP&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-b1,revised
vip-masterclass/jm-b1.html,3,footer,Unsubscribe,%UNSUBSCRIBELINK%,Unsubscribe,%UNSUBSCRIBELINK%,unchanged
vip-masterclass/jm-b1.html,4,footer,Update preferences,%UPDATELINK%,Update preferences,%UPDATELINK%,unchanged
vip-masterclass/jm-b1.html,5,footer,Privacy,https://www.longevitylifeacademy.com/privacy.html,Privacy,https://www.longevitylifeacademy.com/privacy.html,unchanged
vip-masterclass/jm-b2.html,1,primary CTA,Open My Zoom Link,{{zoom_link}},Open My Learning Platform,https://student.eteachergroup.com/?locale=en&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-b2,revised
vip-masterclass/jm-b2.html,2,primary CTA,Open My Zoom Link,{{zoom_link}},Use My $249 Blueprint Credit,https://longevitylifeacademy.pages.dev/?enroll=1&code=MASTERCLASS-VIP&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-b2,revised
vip-masterclass/jm-b2.html,3,footer,Unsubscribe,%UNSUBSCRIBELINK%,Unsubscribe,%UNSUBSCRIBELINK%,unchanged
vip-masterclass/jm-b2.html,4,footer,Update preferences,%UPDATELINK%,Update preferences,%UPDATELINK%,unchanged
vip-masterclass/jm-b2.html,5,footer,Privacy,https://www.longevitylifeacademy.com/privacy.html,Privacy,https://www.longevitylifeacademy.com/privacy.html,unchanged
vip-masterclass/jm-b3.html,1,primary CTA,Open My Zoom Link,{{zoom_link}},Open My Learning Platform,https://student.eteachergroup.com/?locale=en&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-b3,revised
vip-masterclass/jm-b3.html,2,primary CTA,Open My Zoom Link,{{zoom_link}},Open My Learning Platform,https://student.eteachergroup.com/?locale=en&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-b3,revised
vip-masterclass/jm-b3.html,3,footer,Unsubscribe,%UNSUBSCRIBELINK%,Unsubscribe,%UNSUBSCRIBELINK%,unchanged
vip-masterclass/jm-b3.html,4,footer,Update preferences,%UPDATELINK%,Update preferences,%UPDATELINK%,unchanged
vip-masterclass/jm-b3.html,5,footer,Privacy,https://www.longevitylifeacademy.com/privacy.html,Privacy,https://www.longevitylifeacademy.com/privacy.html,unchanged
vip-masterclass/jm-b4.html,1,primary CTA,Join The Session,{{zoom_link}},Open My Learning Platform,https://student.eteachergroup.com/?locale=en&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-b4,revised
vip-masterclass/jm-b4.html,2,primary CTA,Join The Session,{{zoom_link}},Open My Learning Platform,https://student.eteachergroup.com/?locale=en&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-b4,revised
vip-masterclass/jm-b4.html,3,footer,Unsubscribe,%UNSUBSCRIBELINK%,Unsubscribe,%UNSUBSCRIBELINK%,unchanged
vip-masterclass/jm-b4.html,4,footer,Update preferences,%UPDATELINK%,Update preferences,%UPDATELINK%,unchanged
vip-masterclass/jm-b4.html,5,footer,Privacy,https://www.longevitylifeacademy.com/privacy.html,Privacy,https://www.longevitylifeacademy.com/privacy.html,unchanged
vip-masterclass/jm-u1.html,1,primary CTA,See The Blueprint,https://www.longevitylifeacademy.com/pricing.html?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u1,See The Blueprint,https://longevitylifeacademy.pages.dev/?enroll=1&code=MASTERCLASS-VIP&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u1,revised
vip-masterclass/jm-u1.html,2,primary CTA,See The Blueprint,https://www.longevitylifeacademy.com/pricing.html?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u1,See The Blueprint,https://longevitylifeacademy.pages.dev/?enroll=1&code=MASTERCLASS-VIP&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u1,revised
vip-masterclass/jm-u1.html,3,footer,Unsubscribe,%UNSUBSCRIBELINK%,Unsubscribe,%UNSUBSCRIBELINK%,unchanged
vip-masterclass/jm-u1.html,4,footer,Update preferences,%UPDATELINK%,Update preferences,%UPDATELINK%,unchanged
vip-masterclass/jm-u1.html,5,footer,Privacy,https://www.longevitylifeacademy.com/privacy.html,Privacy,https://www.longevitylifeacademy.com/privacy.html,unchanged
vip-masterclass/jm-u2.html,1,primary CTA,Explore The Full Course,https://www.longevitylifeacademy.com/pricing.html?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u2,Explore The Full Course,https://longevitylifeacademy.pages.dev/?enroll=1&code=MASTERCLASS-VIP&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u2,revised
vip-masterclass/jm-u2.html,2,primary CTA,Explore The Full Course,https://www.longevitylifeacademy.com/pricing.html?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u2,Explore The Full Course,https://longevitylifeacademy.pages.dev/?enroll=1&code=MASTERCLASS-VIP&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u2,revised
vip-masterclass/jm-u2.html,3,footer,Unsubscribe,%UNSUBSCRIBELINK%,Unsubscribe,%UNSUBSCRIBELINK%,unchanged
vip-masterclass/jm-u2.html,4,footer,Update preferences,%UPDATELINK%,Update preferences,%UPDATELINK%,unchanged
vip-masterclass/jm-u2.html,5,footer,Privacy,https://www.longevitylifeacademy.com/privacy.html,Privacy,https://www.longevitylifeacademy.com/privacy.html,unchanged
vip-masterclass/jm-u3.html,1,primary CTA,Use My $200 Credit,https://www.longevitylifeacademy.com/pricing.html?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u3,Use My $249 Credit,https://longevitylifeacademy.pages.dev/?enroll=1&code=MASTERCLASS-VIP&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u3,revised
vip-masterclass/jm-u3.html,2,primary CTA,Use My $200 Credit,https://www.longevitylifeacademy.com/pricing.html?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u3,Use My $249 Credit,https://longevitylifeacademy.pages.dev/?enroll=1&code=MASTERCLASS-VIP&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u3,revised
vip-masterclass/jm-u3.html,3,footer,Unsubscribe,%UNSUBSCRIBELINK%,Unsubscribe,%UNSUBSCRIBELINK%,unchanged
vip-masterclass/jm-u3.html,4,footer,Update preferences,%UPDATELINK%,Update preferences,%UPDATELINK%,unchanged
vip-masterclass/jm-u3.html,5,footer,Privacy,https://www.longevitylifeacademy.com/privacy.html,Privacy,https://www.longevitylifeacademy.com/privacy.html,unchanged
vip-masterclass/jm-u4.html,1,primary CTA,Enroll With My Credit,https://www.longevitylifeacademy.com/pricing.html?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u4,Enroll With My Credit,https://longevitylifeacademy.pages.dev/?enroll=1&code=MASTERCLASS-VIP&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u4,revised
vip-masterclass/jm-u4.html,2,primary CTA,Enroll With My Credit,https://www.longevitylifeacademy.com/pricing.html?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u4,Enroll With My Credit,https://longevitylifeacademy.pages.dev/?enroll=1&code=MASTERCLASS-VIP&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_onboarding&utm_content=jm-u4,revised
vip-masterclass/jm-u4.html,3,footer,Unsubscribe,%UNSUBSCRIBELINK%,Unsubscribe,%UNSUBSCRIBELINK%,unchanged
vip-masterclass/jm-u4.html,4,footer,Update preferences,%UPDATELINK%,Update preferences,%UPDATELINK%,unchanged
vip-masterclass/jm-u4.html,5,footer,Privacy,https://www.longevitylifeacademy.com/privacy.html,Privacy,https://www.longevitylifeacademy.com/privacy.html,unchanged
vip-masterclass/jm-x1.html,1,primary CTA,See Session Details,https://www.longevitylifeacademy.com/julie-masterclass/?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_no_show_buyers&utm_content=jm-x1,Open My Learning Platform,https://student.eteachergroup.com/?locale=en&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_no_show&utm_content=jm-x1,revised
vip-masterclass/jm-x1.html,2,primary CTA,See Session Details,https://www.longevitylifeacademy.com/julie-masterclass/?utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_no_show_buyers&utm_content=jm-x1,Open My Learning Platform,https://student.eteachergroup.com/?locale=en&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_no_show&utm_content=jm-x1,revised
vip-masterclass/jm-x1.html,3,footer,Unsubscribe,%UNSUBSCRIBELINK%,Unsubscribe,%UNSUBSCRIBELINK%,unchanged
vip-masterclass/jm-x1.html,4,footer,Update preferences,%UPDATELINK%,Update preferences,%UPDATELINK%,unchanged
vip-masterclass/jm-x1.html,5,footer,Privacy,https://www.longevitylifeacademy.com/privacy.html,Privacy,https://www.longevitylifeacademy.com/privacy.html,unchanged
vip-masterclass/jm-x2.html,1,primary CTA,Open My Zoom Link,{{zoom_link}},Open My Learning Platform,https://student.eteachergroup.com/?locale=en&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_no_show&utm_content=jm-x2,revised
vip-masterclass/jm-x2.html,2,primary CTA,Open My Zoom Link,{{zoom_link}},Open My Learning Platform,https://student.eteachergroup.com/?locale=en&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_no_show&utm_content=jm-x2,revised
vip-masterclass/jm-x2.html,3,footer,Unsubscribe,%UNSUBSCRIBELINK%,Unsubscribe,%UNSUBSCRIBELINK%,unchanged
vip-masterclass/jm-x2.html,4,footer,Update preferences,%UPDATELINK%,Update preferences,%UPDATELINK%,unchanged
vip-masterclass/jm-x2.html,5,footer,Privacy,https://www.longevitylifeacademy.com/privacy.html,Privacy,https://www.longevitylifeacademy.com/privacy.html,unchanged
vip-masterclass/jm-x3.html,1,primary CTA,Open My Zoom Link,{{zoom_link}},Open My Learning Platform,https://student.eteachergroup.com/?locale=en&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_no_show&utm_content=jm-x3,revised
vip-masterclass/jm-x3.html,2,primary CTA,Open My Zoom Link,{{zoom_link}},Open My Learning Platform,https://student.eteachergroup.com/?locale=en&utm_source=activecampaign&utm_medium=email&utm_campaign=lgv_no_show&utm_content=jm-x3,revised
vip-masterclass/jm-x3.html,3,footer,Unsubscribe,%UNSUBSCRIBELINK%,Unsubscribe,%UNSUBSCRIBELINK%,unchanged
vip-masterclass/jm-x3.html,4,footer,Update preferences,%UPDATELINK%,Update preferences,%UPDATELINK%,unchanged
vip-masterclass/jm-x3.html,5,footer,Privacy,https://www.longevitylifeacademy.com/privacy.html,Privacy,https://www.longevitylifeacademy.com/privacy.html,unchanged
